Report Index,Report Name,Time (seconds)
1,Hawley2010_DigitalHydrogeoFrameworkModelSanFranciscoRiverBasin.pdf,43.8
2,Johnson2002_AnalysisOfEffectsOfGWDevelopmentToMeetProjectedDemandsRegionalPlanningDistrict4.pdf,32.85
3,Kennedy2000_HydrogeologicFrameworkOfBasinFillAquifersAndGWFlowSystemsSouthwestNM.pdf,35.26
4,Sun2012_ModelingGilaSFBasinUsingSystemDynamics.pdf,52.58
