Report Index,Report Name,Time (seconds)
1,Cuddy2011_GWModelOfMimbresBasin.pdf,562.48
2,Finch2008_GeologicControlsOnGWFlowInMimbresBasin.pdf,725.36
3,Heywood2002_EstimationAlluvialFillThicknessMimbresGWBasinNM.pdf,697.1
4,Kennedy2000_HydrogeologicFrameworkOfBasinFillAquifersAndGWFlowSystemsSouthwestNM.pdf,602.74
5,OFR-616_February2022.pdf,621.64
6,Rawling2021_EvaluationOfWaterLevelTrendsMimbresBasin.pdf,518.61
